generation,fitness,num_collisions
30732,1344.275000,4783
30733,1458.480000,4040
30734,1508.860000,3929
30735,1520.520000,4182
30736,1469.780000,3919
30737,1455.745000,4250
30738,1477.570000,4134
30739,1511.565000,4252
30740,1419.130000,4584
30741,1432.850000,4231
30742,1419.505000,4454
30743,1408.320000,4629
30744,1513.345000,3998
30745,1379.550000,4772
30746,1503.295000,4237
30747,1614.165000,3688
30748,1504.670000,4075
30749,1422.640000,4435
30750,1457.300000,4384
30751,1483.460000,5675
30752,1455.065000,4341
30753,1479.205000,4098
30754,1589.000000,3585
30755,1558.315000,3933
30756,1439.150000,4698
30757,1594.985000,3637
30758,1533.885000,4012
30759,1496.890000,4028
30760,1502.110000,4078
30761,1312.610000,4943
30762,1484.260000,4732
30763,1455.475000,4308
30764,1558.750000,3689
30765,1546.860000,3907
30766,1521.800000,4051
30767,1514.055000,4020
30768,1500.775000,4327
30769,1571.710000,3777
30770,1536.530000,3955
30771,1403.050000,4632
30772,1337.620000,4859
30773,1431.685000,4247
30774,1372.245000,8929
30775,1462.135000,4263
30776,1466.700000,4341
30777,1558.385000,3662
30778,1537.445000,3902
30779,1512.535000,3909
30780,1439.845000,4199
30781,1381.640000,4592
30782,1628.450000,3469
30783,1452.640000,4350
30784,1541.445000,3642
30785,1365.035000,5832
30786,1406.275000,4702
30787,1461.150000,4349
30788,1563.050000,3601
30789,1530.985000,3885
30790,1511.255000,4161
30791,1386.745000,4600
30792,1446.145000,4267
30793,1352.715000,5997
30794,1519.865000,4055
30795,1600.460000,3680
30796,1557.545000,3855
30797,1547.750000,3951
30798,1478.600000,4164
30799,1521.225000,3860
30800,1519.855000,3990
30801,1569.950000,3806
30802,1421.170000,4726
30803,1507.565000,3954
30804,1521.585000,3991
30805,1456.165000,4446
30806,1594.290000,3588
30807,1315.970000,5470
30808,1508.425000,4007
30809,1494.240000,4064
30810,1494.765000,4179
30811,1594.960000,3847
30812,1473.120000,4100
30813,1554.315000,3760
30814,1423.100000,4390
30815,1520.250000,4029
30816,1491.235000,4175
30817,1433.470000,4591
30818,1497.085000,4126
30819,1515.075000,4263
30820,1421.815000,4290
30821,1475.520000,4118
30822,1473.480000,4190
30823,1448.550000,4230
30824,1542.660000,4103
30825,1410.875000,4398
30826,1488.110000,4283
30827,1498.380000,4130
30828,1393.025000,4769
30829,1381.050000,4496
30830,1454.650000,4407
30831,1444.935000,4441
30832,1440.620000,4248
30833,1513.610000,3834
30834,1481.340000,4262
30835,1539.925000,3871
30836,1487.610000,3942
30837,1505.560000,4228
30838,1592.725000,3772
30839,1406.560000,4329
30840,1387.560000,4620
30841,1572.650000,3829
30842,1390.370000,4783
30843,1418.870000,4396
30844,1514.060000,4227
30845,1520.690000,3924
30846,1423.660000,4418
30847,1475.055000,4135
30848,1496.010000,4037
30849,1528.895000,3992
30850,1527.795000,4154
30851,1514.430000,4154
30852,1460.005000,4030
30853,1562.915000,3818
30854,1539.365000,4074
30855,1456.980000,4542
30856,1461.895000,4323
30857,1593.215000,3785
30858,1508.440000,4113
30859,1429.155000,4335
30860,1457.650000,4404
30861,1490.735000,4361
30862,1533.795000,4004
30863,1597.540000,3843
30864,1466.460000,4254
30865,1536.495000,3878
30866,1522.040000,4059
30867,1527.305000,4046
30868,1510.540000,3989
30869,1468.910000,4257
30870,1553.210000,3826
30871,1432.725000,4327
30872,1516.560000,4004
30873,1497.290000,4101
30874,1533.415000,4109
30875,1574.150000,3820
30876,1495.780000,4330
30877,1444.970000,4069
30878,1528.985000,3786
30879,1498.685000,4123
30880,1505.925000,4037
30881,1424.005000,4217
30882,1448.400000,4285
30883,1489.740000,4160
30884,1479.255000,4152
30885,1518.520000,3844
30886,1447.360000,4189
30887,1502.870000,4204
30888,1463.395000,4221
30889,1398.700000,4468
30890,1522.740000,3968
30891,1515.095000,3952
30892,1436.440000,4064
30893,1440.695000,4089
30894,1471.535000,4146
30895,1416.790000,4321
30896,1333.610000,4813
30897,1505.290000,4240
30898,1495.795000,4202
30899,1498.140000,4008
30900,1553.310000,3890
30901,1449.230000,4403
30902,1488.725000,4178
30903,1413.905000,4590
30904,1470.950000,4227
30905,1469.640000,4206
30906,1473.475000,4399
30907,1451.495000,4320
30908,1509.900000,4208
30909,1508.390000,4160
30910,1441.030000,4639
30911,1590.775000,3906
30912,1635.530000,3755
30913,1528.125000,3970
30914,1489.535000,4272
30915,1559.635000,3951
30916,1574.995000,3933
30917,1499.960000,4106
30918,1548.500000,4037
30919,1492.385000,4130
30920,1478.475000,4070
30921,1454.435000,4628
30922,1402.745000,4670
30923,1463.845000,4262
30924,1552.930000,3882
30925,1489.915000,3892
30926,1472.880000,4166
30927,1432.455000,4357
30928,1548.480000,4224
30929,1566.380000,3932
30930,1564.120000,3953
30931,1516.205000,4270
30932,1512.255000,4169
30933,1418.545000,4790
30934,1444.685000,4301
30935,1442.030000,3964
30936,1518.930000,4221
30937,1548.940000,4034
30938,1517.900000,3963
30939,1465.655000,3972
30940,1482.460000,4088
30941,1568.870000,3945
30942,1447.895000,4272
30943,1497.025000,4176
30944,1450.405000,3831
30945,1473.955000,4255
30946,1502.240000,3980
30947,1606.040000,3645
30948,1465.865000,4240
30949,1486.760000,4160
30950,1441.025000,4479
30951,1432.315000,4841
30952,1528.400000,4158
30953,1619.990000,3695
30954,1416.830000,4328
30955,1409.635000,4393
30956,1445.860000,4511
30957,1461.160000,4366
30958,1527.670000,4145
30959,1501.640000,4379
30960,1421.050000,4115
30961,1514.580000,4698
30962,1521.880000,4057
30963,1436.395000,4477
30964,1422.790000,4627
30965,1483.870000,4208
30966,1429.665000,4535
30967,1541.740000,3948
30968,1423.120000,4417
30969,1444.345000,4422
30970,1433.985000,4473
30971,1512.220000,4054
30972,1410.575000,4528
30973,1557.290000,3960
30974,1484.020000,4263
30975,1450.660000,4319
30976,1497.650000,4091
30977,1551.570000,3931
30978,1510.170000,4137
30979,1552.890000,3686
30980,1535.625000,4243
30981,1397.050000,4628
30982,1363.105000,4532
30983,1521.425000,3925
30984,1416.805000,4348
30985,1503.520000,4136
30986,1360.995000,5251
30987,1441.445000,4405
30988,1399.925000,4561
30989,1455.500000,4292
30990,1452.430000,4495
30991,1408.005000,4683
30992,1367.955000,4751
30993,1468.210000,4276
30994,1556.905000,4294
30995,1541.640000,3798
30996,1394.115000,4501
30997,1554.890000,3858
30998,1445.920000,4425
30999,1489.200000,4208
31000,1529.695000,3790
31001,1454.745000,4286
31002,1496.435000,4037
31003,1483.705000,4187
31004,1494.325000,4076
31005,1440.965000,4376
31006,1484.640000,4007
31007,1389.285000,4188
31008,1407.795000,4291
31009,1398.340000,4271
31010,1468.500000,3855
31011,1461.105000,3863
31012,1421.150000,4266
31013,1510.480000,13554
31014,1343.165000,6120
31015,1471.175000,4064
31016,1459.325000,4480
31017,1563.250000,3738
31018,1394.475000,4582
31019,1380.375000,4510
31020,1400.305000,4292
31021,1491.950000,3962
31022,1465.620000,4242
31023,1450.110000,4510
31024,1453.545000,3939
31025,1484.065000,4250
31026,1400.685000,4387
31027,1443.535000,4033
31028,1517.625000,4012
31029,1556.685000,3855
31030,1574.175000,3861
31031,1414.280000,4352
31032,1467.885000,4363
31033,1477.645000,4196
31034,1503.945000,4087
31035,1553.065000,3871
31036,1437.125000,4507
31037,1515.190000,3983
31038,1595.240000,3690
31039,1565.315000,4097
31040,1486.255000,4188
31041,1448.835000,4446
31042,1567.365000,4569
31043,1490.200000,4250
31044,1586.830000,3580
31045,1471.060000,4312
31046,1501.455000,4079
31047,1421.945000,4406
31048,1566.175000,3766
31049,1640.075000,3379
31050,1521.225000,4042
31051,1521.355000,3976
31052,1399.200000,4411
31053,1455.225000,4434
31054,1506.110000,4256
31055,1418.430000,4473
31056,1481.930000,4282
31057,1621.500000,3644
31058,1477.525000,4294
31059,1445.675000,4183
31060,1443.010000,4337
31061,1352.395000,4705
31062,1492.730000,4226
31063,1532.705000,4264
31064,1383.315000,4779
31065,1365.325000,4607
31066,1443.680000,4437
31067,1540.355000,4126
31068,1462.410000,4277
31069,1423.000000,4321
31070,1554.860000,3842
31071,1545.975000,4071
31072,1454.815000,4236
31073,1356.520000,4895
31074,1585.615000,3753
31075,1462.180000,4275
31076,1485.750000,5343
31077,1439.675000,4645
31078,1484.405000,4235
31079,1479.230000,4320
31080,1487.945000,5138
31081,1478.100000,4159
31082,1488.545000,4227
31083,1504.865000,4045
31084,1531.540000,4188
31085,1368.995000,4410
31086,1464.845000,4088
31087,1481.795000,4155
31088,1487.605000,4231
31089,1516.780000,4006
31090,1604.575000,3521
31091,1529.465000,3869
31092,1450.295000,4338
31093,1521.575000,4024
31094,1540.305000,4102
31095,1475.655000,4267
31096,1562.005000,3815
31097,1563.865000,3761
31098,1521.100000,3607
31099,1521.030000,3732
31100,1415.915000,4456
31101,1523.690000,4064
31102,1436.240000,4210
31103,1446.590000,4389
31104,1559.385000,3756
31105,1486.015000,4256
31106,1499.270000,3898
31107,1489.825000,4164
31108,1450.360000,4367
31109,1484.155000,4509
31110,1437.610000,4474
31111,1518.455000,4072
31112,1514.765000,4143
31113,1422.360000,4481
31114,1552.825000,4030
31115,1502.860000,4002
31116,1437.770000,4405
31117,1463.040000,4296
31118,1453.540000,4290
31119,1463.740000,4187
31120,1402.690000,4739
31121,1460.660000,4293
31122,1469.265000,4214
31123,1501.805000,3903
31124,1414.545000,4272
31125,1460.320000,4432
31126,1472.025000,4420
31127,1458.135000,4271
31128,1541.230000,3797
31129,1476.695000,4807
31130,1555.570000,3715
31131,1500.070000,3880
31132,1460.520000,4317
31133,1479.375000,4359
31134,1377.515000,4742
31135,1536.785000,4068
31136,1575.700000,3733
31137,1418.235000,4437
31138,1545.880000,4078
31139,1474.660000,4233
31140,1462.535000,4470
31141,1483.725000,3840
31142,1448.340000,4196
31143,1445.750000,4191
31144,1382.620000,4728
31145,1506.590000,4238
31146,1385.680000,4428
31147,1435.540000,4464
31148,1493.540000,4027
31149,1509.060000,3890
31150,1472.550000,4365
31151,1440.680000,4351
31152,1455.545000,4162
31153,1566.420000,3557
31154,1530.110000,4017
31155,1467.645000,4244
31156,1443.255000,4514
31157,1531.755000,4040
31158,1584.295000,3734
31159,1455.195000,4132
31160,1407.315000,4345
31161,1454.230000,4108
31162,1455.360000,4180
31163,1488.790000,4038
31164,1483.975000,4079
31165,1505.340000,4174
31166,1560.385000,3901
31167,1435.470000,4306
31168,1574.590000,3798
31169,1485.040000,4061
31170,1501.900000,4132
31171,1493.620000,4455
31172,1454.085000,4478
31173,1465.380000,4117
31174,1417.265000,4506
31175,1371.215000,7062
31176,1510.965000,4080
31177,1495.585000,4192
31178,1482.145000,4147
31179,1535.350000,3893
31180,1483.580000,4443
31181,1411.235000,4654
31182,1333.460000,4656
31183,1457.100000,4384
31184,1480.690000,4161
31185,1496.425000,4161
31186,1514.115000,4146
31187,1555.720000,3688
31188,1526.830000,3923
31189,1495.995000,4302
31190,1408.730000,4390
31191,1409.420000,4670
31192,1530.640000,4192
31193,1387.945000,4700
31194,1529.105000,4324
31195,1511.780000,4066
31196,1509.385000,5098
31197,1488.470000,4341
31198,1404.735000,4725
31199,1401.230000,4381
31200,1479.855000,4287
31201,1507.925000,4048
31202,1454.525000,4470
31203,1513.135000,4189
31204,1489.560000,5037
31205,1401.020000,4522
31206,1431.035000,4580
31207,1587.480000,3668
31208,1575.075000,6012
31209,1511.890000,4174
31210,1488.795000,6065
31211,1449.060000,4246
31212,1430.125000,4298
31213,1398.475000,4469
31214,1485.735000,4208
31215,1530.255000,3786
31216,1581.960000,3662
31217,1367.840000,4794
31218,1510.815000,4228
31219,1488.635000,4349
31220,1517.430000,4188
31221,1523.410000,4203
31222,1485.900000,4137
31223,1477.770000,4180
31224,1559.605000,3837
31225,1456.455000,4119
31226,1541.560000,4029
31227,1438.235000,4314
31228,1449.765000,4573
31229,1540.970000,4079
31230,1499.825000,4290
31231,1552.760000,4168
31232,1457.795000,4426
31233,1515.730000,4056
31234,1481.220000,4227
31235,1587.175000,3595
31236,1522.055000,4206
31237,1453.495000,4220
31238,1451.685000,4178
31239,1336.340000,4612
31240,1483.265000,3975
31241,1532.290000,3832
31242,1531.165000,3708
31243,1628.930000,3513
31244,1491.280000,4349
31245,1497.225000,3801
31246,1454.530000,4169
31247,1517.555000,4150
31248,1531.945000,4000
31249,1472.515000,4230
31250,1456.165000,4270
31251,1453.970000,4357
31252,1530.985000,4096
31253,1561.460000,3712
31254,1516.770000,3998
31255,1549.430000,3958
31256,1574.520000,3776
31257,1446.410000,4215
31258,1454.645000,4169
31259,1466.205000,3981
31260,1465.070000,4036
31261,1403.360000,4254
31262,1418.975000,4407
31263,1489.950000,3974
31264,1491.230000,3936
31265,1520.730000,3991
31266,1454.190000,3936
31267,1487.795000,3911
31268,1577.080000,3581
31269,1496.820000,3816
31270,1483.060000,4150
31271,1457.310000,4214
31272,1519.055000,3739
31273,1367.165000,4788
31274,1408.935000,4420
31275,1507.080000,3991
31276,1373.460000,4483
31277,1574.685000,3697
31278,1477.220000,4166
31279,1509.325000,4042
31280,1460.540000,4088
31281,1421.230000,4316
31282,1464.265000,4303
31283,1400.315000,4362
31284,1411.365000,4545
31285,1494.885000,3966
31286,1504.625000,4774
31287,1374.620000,4543
31288,1478.455000,4090
31289,1573.230000,3578
31290,1381.320000,4599
31291,1486.345000,4124
31292,1459.055000,4131
31293,1449.705000,4306
31294,1562.910000,3782
31295,1466.235000,4144
31296,1440.210000,4409
31297,1540.750000,4019
31298,1502.420000,3898
31299,1504.560000,3966
31300,1569.790000,3726
31301,1483.075000,4106
31302,1530.315000,3496
31303,1448.610000,4479
31304,1384.845000,4520
31305,1538.020000,3873
31306,1595.430000,3756
31307,1382.710000,4442
31308,1537.120000,3696
31309,1392.395000,4533
31310,1426.845000,4344
31311,1465.495000,4111
31312,1499.670000,3821
31313,1428.990000,4341
31314,1437.450000,4463
31315,1550.250000,3916
31316,1469.345000,4297
31317,1382.075000,4567
31318,1576.550000,3694
31319,1383.415000,4543
31320,1584.680000,3664
31321,1472.695000,4441
31322,1612.540000,3761
31323,1540.050000,3352
31324,1517.340000,3983
31325,1502.580000,4119
31326,1449.845000,4269
31327,1468.985000,4329
31328,1578.105000,3715
31329,1543.080000,3823
31330,1506.480000,3892
31331,1496.380000,4052
31332,1430.130000,6090
31333,1417.750000,4574
31334,1511.870000,4239
31335,1417.570000,4374
31336,1582.770000,3593
31337,1443.260000,4398
31338,1562.285000,3921
31339,1527.225000,4104
31340,1467.610000,4439
31341,1474.115000,4224
31342,1451.325000,4286
31343,1502.155000,4228
31344,1399.640000,4424
31345,1454.940000,4206
31346,1547.890000,3859
31347,1517.085000,4000
31348,1479.030000,4158
31349,1361.815000,4614
31350,1452.525000,4412
31351,1539.040000,3930
31352,1460.585000,4324
31353,1370.280000,4511
31354,1483.865000,3976
31355,1392.805000,5650
31356,1414.275000,4503
31357,1481.725000,4070
31358,1497.545000,3829
31359,1468.455000,5954
31360,1566.425000,3693
31361,1555.340000,3847
31362,1466.745000,4379
31363,1391.490000,4299
31364,1463.370000,4217
31365,1424.215000,4384
31366,1502.535000,4098
31367,1547.470000,3873
31368,1440.050000,4323
31369,1470.485000,4196
31370,1507.115000,3879
31371,1483.865000,4152
31372,1462.735000,4167
31373,1437.455000,4539
31374,1496.750000,4184
31375,1511.865000,3999
31376,1484.855000,4134
31377,1603.630000,3569
31378,1460.370000,4289
31379,1435.530000,4185
31380,1516.725000,4040
31381,1414.630000,4439
31382,1468.075000,4100
31383,1546.735000,3746
31384,1472.305000,4137
31385,1462.200000,4283
31386,1524.670000,4113
31387,1416.300000,4495
31388,1458.735000,4089
31389,1349.340000,4592
31390,1376.365000,4592
31391,1513.745000,4223
31392,1326.390000,5013
31393,1445.625000,4253
31394,1373.765000,4425
31395,1452.910000,4172
31396,1435.570000,4268
31397,1475.645000,4036
31398,1491.735000,4193
31399,1562.295000,4032
31400,1501.470000,3907
31401,1542.485000,3888
31402,1437.050000,4388
31403,1447.585000,4461
31404,1462.530000,4233
31405,1621.180000,3643
31406,1505.145000,3975
31407,1511.425000,3769
31408,1394.545000,4568
31409,1570.820000,3854
31410,1433.315000,4372
31411,1616.130000,3761
31412,1497.630000,4079
31413,1330.855000,4798
31414,1547.205000,4012
31415,1385.385000,4932
31416,1503.860000,4219
31417,1573.775000,3859
31418,1422.020000,4287
31419,1413.990000,4622
31420,1467.345000,4284
31421,1449.355000,4326
31422,1475.665000,4299
31423,1513.070000,3912
31424,1524.010000,3975
31425,1472.160000,4346
31426,1505.725000,4073
31427,1573.320000,3884
31428,1455.935000,4387
31429,1538.945000,3935
31430,1465.810000,5352
31431,1552.120000,3818
31432,1452.950000,4373
31433,1563.250000,3989
31434,1438.370000,4642
31435,1447.275000,4403
31436,1513.075000,4095
31437,1510.105000,4074
31438,1398.100000,4634
31439,1439.445000,4477
31440,1550.945000,4043
31441,1455.400000,4425
31442,1650.770000,3399
31443,1495.910000,4178
31444,1560.275000,4060
31445,1566.560000,3883
31446,1574.130000,3955
31447,1491.600000,4434
31448,1542.775000,4006
31449,1453.450000,4316
31450,1460.660000,4400
31451,1584.315000,3645
31452,1560.480000,4010
31453,1567.070000,3946
31454,1519.100000,4058
31455,1536.655000,4066
31456,1511.080000,4237
31457,1491.925000,4313
31458,1521.015000,3999
31459,1529.840000,3807
31460,1415.100000,4340
31461,1534.205000,3820
31462,1658.230000,3317
31463,1583.895000,3745
31464,1401.070000,4718
31465,1512.565000,4111
31466,1585.780000,4062
31467,1417.475000,4399
31468,1503.450000,4075
31469,1522.220000,3929
31470,1474.790000,4392
31471,1525.725000,4018
31472,1448.675000,4501
31473,1460.800000,4494
31474,1495.275000,4070
31475,1444.600000,4649
31476,1576.200000,3456
31477,1472.595000,4154
31478,1338.000000,4518
31479,1462.380000,4197
31480,1449.605000,3979
31481,1454.880000,4214
31482,1557.705000,3655
31483,1551.770000,3963
31484,1447.520000,4432
31485,1550.755000,3825
31486,1450.290000,4375
31487,1460.580000,4274
31488,1399.940000,4619
31489,1508.325000,4058
31490,1466.365000,4266
31491,1544.315000,4129
31492,1447.500000,4569
31493,1496.425000,4314
31494,1449.195000,4522
31495,1469.570000,4106
31496,1456.440000,3837
31497,1537.675000,4036
31498,1456.505000,4335
31499,1497.270000,4009
31500,1491.040000,4151
31501,1436.825000,4295
31502,1498.265000,5572
31503,1613.920000,3603
31504,1457.800000,4510
31505,1590.815000,3920
31506,1489.600000,4267
31507,1536.970000,4152
31508,1479.015000,4328
31509,1563.765000,4097
31510,1473.915000,4311
31511,1491.820000,4271
31512,1473.615000,4359
31513,1430.965000,4658
31514,1470.800000,4454
31515,1414.870000,4509
31516,1521.415000,4212
31517,1467.210000,4453
31518,1525.890000,4310
31519,1503.055000,4100
31520,1370.110000,4776
31521,1565.170000,4017
31522,1468.060000,4368
31523,1523.095000,4202
31524,1554.945000,3871
31525,1504.565000,3894
31526,1525.985000,4230
31527,1543.815000,4020
31528,1623.840000,3609
31529,1419.070000,4464
31530,1598.440000,6264
31531,1596.810000,3824
31532,1538.690000,4292
31533,1504.775000,4601
31534,1556.280000,3937
31535,1358.250000,4848
31536,1560.215000,4084
31537,1496.740000,4321
31538,1431.425000,4780
31539,1501.100000,4136
31540,1537.230000,4309
31541,1517.600000,4264
31542,1480.520000,4369
31543,1442.570000,4559
31544,1396.875000,4544
31545,1513.465000,4088
31546,1576.440000,3835
31547,1545.880000,4195
31548,1557.915000,3936
31549,1507.390000,4129
31550,1528.160000,4126
31551,1414.420000,4275
31552,1506.695000,3961
31553,1544.050000,4123
31554,1575.635000,3959
31555,1456.910000,4374
31556,1519.970000,5370
31557,1461.390000,4151
31558,1529.395000,4135
31559,1479.245000,4308
31560,1535.255000,4182
31561,1479.870000,4245
31562,1456.725000,4302
31563,1618.365000,3457
31564,1437.080000,4443
31565,1476.550000,4125
31566,1489.565000,4212
31567,1485.200000,4066
31568,1464.395000,4288
31569,1560.620000,3718
31570,1426.840000,4493
31571,1452.155000,4237
31572,1454.990000,3845
31573,1484.660000,4101
31574,1424.410000,4286
31575,1444.410000,4073
31576,1419.115000,4475
31577,1473.510000,3876
31578,1487.760000,4230
31579,1469.660000,4076
31580,1537.630000,3894
31581,1542.595000,3833
31582,1437.340000,4276
31583,1467.935000,4191
31584,1446.850000,4199
31585,1573.680000,3753
31586,1495.690000,3982
31587,1411.545000,4419
31588,1605.190000,3402
31589,1464.245000,3879
31590,1468.060000,3872
31591,1483.810000,4021
31592,1404.095000,4843
31593,1411.095000,4455
31594,1446.645000,4405
31595,1440.040000,4191
31596,1596.240000,3641
31597,1373.810000,4617
31598,1486.675000,4161
31599,1422.055000,4149
31600,1414.365000,4589
31601,1576.240000,3774
31602,1537.470000,4176
31603,1519.165000,3979
31604,1530.070000,3901
31605,1523.820000,3990
31606,1518.475000,3876
31607,1498.580000,3852
31608,1491.915000,3894
31609,1406.045000,4713
31610,1501.340000,4136
31611,1506.690000,4131
31612,1485.085000,4219
31613,1472.545000,4106
31614,1469.885000,4144
31615,1432.245000,4422
31616,1490.645000,4047
31617,1544.965000,3740
31618,1462.385000,4062
31619,1381.200000,4628
31620,1473.245000,4022
31621,1495.545000,4141
31622,1568.865000,3825
31623,1432.800000,4480
31624,1615.595000,3484
31625,1434.990000,4186
31626,1462.085000,3999
31627,1483.710000,3973
31628,1505.305000,3906
31629,1581.695000,3549
31630,1491.330000,3848
31631,1582.875000,3643
31632,1452.170000,4053
31633,1450.620000,4336
31634,1522.510000,4090
31635,1490.345000,4026
31636,1517.660000,4000
31637,1465.180000,4185
31638,1494.220000,4011
31639,1487.165000,3911
31640,1506.830000,4033
31641,1533.950000,3950
31642,1377.120000,4529
31643,1569.930000,3868
31644,1461.770000,4158
31645,1573.850000,3868
31646,1476.310000,4187
31647,1417.070000,4496
31648,1388.090000,4474
31649,1480.745000,3948
31650,1455.720000,4371
31651,1474.240000,4111
31652,1475.150000,4197
31653,1452.150000,6441
31654,1473.480000,4228
31655,1415.955000,5332
31656,1524.910000,3887
31657,1517.635000,3983
31658,1515.575000,4323
31659,1529.325000,4200
31660,1438.400000,4409
31661,1562.065000,3958
31662,1459.955000,4008
31663,1437.550000,4201
31664,1468.245000,4150
31665,1488.405000,4168
31666,1604.080000,3720
31667,1506.185000,4189
31668,1421.860000,4286
31669,1484.695000,4039
31670,1479.520000,4091
31671,1443.295000,4385
31672,1494.850000,3886
31673,1427.190000,4306
31674,1437.990000,4298
31675,1561.300000,3742
31676,1445.375000,6913
31677,1447.570000,4220
31678,1423.725000,4467
31679,1462.890000,4557
31680,1509.115000,4196
31681,1479.675000,4021
31682,1541.155000,3967
31683,1433.755000,5159
31684,1398.805000,4550
31685,1468.735000,4329
31686,1516.650000,4140
31687,1442.175000,4353
31688,1448.955000,4220
31689,1421.530000,4370
31690,1367.215000,4416
31691,1494.760000,4279
31692,1338.010000,4786
31693,1454.640000,4281
31694,1504.850000,3917
31695,1455.730000,4290
31696,1453.345000,4514
31697,1530.055000,4041
31698,1482.545000,4226
31699,1522.605000,3816
31700,1464.770000,3997
31701,1500.650000,3877
31702,1494.225000,4012
31703,1658.285000,3342
31704,1507.470000,4022
31705,1478.805000,4264
31706,1401.155000,4442
31707,1483.825000,4157
31708,1417.945000,4224
31709,1499.950000,3828
31710,1478.355000,4149
31711,1337.010000,4462
31712,1472.660000,4163
31713,1586.140000,4055
31714,1399.295000,4114
31715,1512.035000,4202
31716,1495.950000,4036
31717,1469.365000,4466
31718,1485.610000,4165
31719,1597.765000,3522
31720,1539.535000,3608
31721,1454.840000,4146
31722,1410.920000,4257
31723,1580.485000,3522
31724,1558.520000,3851
31725,1501.495000,4101
31726,1465.855000,4031
31727,1476.905000,4329
31728,1571.375000,3703
31729,1425.760000,4361
31730,1492.110000,3873
31731,1472.940000,4161
31732,1451.365000,4041
31733,1397.925000,4476
31734,1384.165000,4212
31735,1426.660000,6721
31736,1522.240000,4183
31737,1474.930000,4240
31738,1546.440000,3672
31739,1452.380000,4227
31740,1552.340000,3924
31741,1454.285000,4131
31742,1518.675000,3749
31743,1531.890000,3597
31744,1504.895000,4085
31745,1528.785000,3786
31746,1434.490000,4164
31747,1501.025000,3906
31748,1317.165000,4686
31749,1356.345000,4633
31750,1571.625000,3851
31751,1530.160000,3965
31752,1392.890000,4250
31753,1545.645000,3913
31754,1409.470000,4598
31755,1449.930000,4197
31756,1550.945000,3654
31757,1411.680000,4502
31758,1503.495000,3663
31759,1503.875000,3909
31760,1403.070000,4312
31761,1470.500000,4229
31762,1420.750000,4369
31763,1447.230000,4313
31764,1476.190000,4085
31765,1482.105000,4226
31766,1515.115000,3964
31767,1501.090000,4110
31768,1485.505000,3984
31769,1367.525000,4607
31770,1449.770000,4142
31771,1380.075000,4587
31772,1514.205000,4729
31773,1486.425000,3962
31774,1350.440000,4517
31775,1415.860000,4112
31776,1456.520000,4443
31777,1546.660000,3961
31778,1495.430000,4369
31779,1482.455000,4245
31780,1443.360000,4212
31781,1481.420000,4058
31782,1516.735000,3904
31783,1527.310000,3962
31784,1559.595000,3895
31785,1464.095000,4147
31786,1603.560000,3708
31787,1494.025000,4046
31788,1553.390000,3942
31789,1492.665000,3888
31790,1515.940000,4065
31791,1583.255000,3331
31792,1533.070000,3625
31793,1517.745000,3839
31794,1440.105000,4428
31795,1478.005000,4012
31796,1517.000000,3732
31797,1460.625000,4798
31798,1536.315000,3708
31799,1451.515000,4072
31800,1421.055000,4177
31801,1492.055000,3873
31802,1546.435000,3754
31803,1408.160000,4308
31804,1506.285000,3965
31805,1538.880000,3715
31806,1485.265000,4152
31807,1521.145000,3882
31808,1472.395000,4154
31809,1394.060000,4411
31810,1429.020000,4441
31811,1461.045000,4058
31812,1426.530000,4336
31813,1427.140000,6106
31814,1455.475000,4076
31815,1565.250000,3803
31816,1561.450000,3699
31817,1381.730000,4251
31818,1413.530000,4081
31819,1447.980000,4013
31820,1402.900000,4498
31821,1620.150000,3471
31822,1584.570000,3747
31823,1428.630000,4482
31824,1539.590000,3809
31825,1606.100000,3676
31826,1478.290000,4027
31827,1485.325000,4145
31828,1492.135000,4038
31829,1556.330000,3801
31830,1573.945000,3736
31831,1491.525000,3995
31832,1524.825000,3980
31833,1445.580000,4264
31834,1577.610000,3790
31835,1449.370000,4574
31836,1458.555000,4233
31837,1538.655000,3944
31838,1538.845000,3953
31839,1513.455000,4035
31840,1420.370000,4285
31841,1517.790000,4158
31842,1440.060000,4399
31843,1400.205000,22075
31844,1442.880000,4132
31845,1451.785000,4272
31846,1407.145000,4586
31847,1348.545000,4727
31848,1554.430000,3768
31849,1538.315000,3831
31850,1484.865000,4095
31851,1488.540000,3713
31852,1530.165000,3986
31853,1440.095000,4194
31854,1495.155000,4243
31855,1477.580000,4019
31856,1531.900000,3787
31857,1466.750000,4214
31858,1537.195000,3749
31859,1568.785000,3533
31860,1476.780000,6371
31861,1365.395000,4737
31862,1436.210000,4101
31863,1509.525000,4040
31864,1475.895000,4153
31865,1393.840000,4462
31866,1414.170000,4429
31867,1503.425000,4068
31868,1514.060000,3792
31869,1557.895000,3779
31870,1398.360000,4529
31871,1545.275000,3777
31872,1381.230000,4593
31873,1528.230000,3851
31874,1488.835000,3936
31875,1473.405000,3971
31876,1469.465000,3885
31877,1484.405000,3847
31878,1429.035000,5365
31879,1512.035000,3853
31880,1370.595000,4506
31881,1449.000000,4602
31882,1471.525000,4038
31883,1536.350000,3975
31884,1507.065000,3945
31885,1504.040000,4217
31886,1426.390000,4481
31887,1452.105000,4258
31888,1424.590000,4443
31889,1503.845000,4357
31890,1500.355000,4288
31891,1458.980000,4369
31892,1481.710000,4315
31893,1539.200000,4089
31894,1479.595000,4243
31895,1500.025000,4224
31896,1473.435000,4091
