generation,fitness,num_collisions
770,1424.740000,6261
771,1493.450000,4231
772,1444.175000,5014
773,1421.950000,4517
774,1322.305000,4888
775,1442.875000,4625
776,1347.015000,5074
777,1448.890000,4512
778,1458.515000,4248
779,1342.450000,4915
780,1505.395000,3954
781,1372.250000,4818
782,1364.335000,4728
783,1475.630000,4263
784,1485.225000,4178
785,1475.675000,5148
786,1381.175000,4831
787,1415.125000,4612
788,1439.475000,4344
789,1437.840000,4668
790,1507.740000,3974
791,1325.145000,4896
792,1453.635000,5063
793,1416.185000,6188
794,1421.635000,5199
795,1407.895000,4645
796,1566.630000,4054
797,1500.055000,4714
798,1385.660000,4838
799,1405.865000,4854
800,1383.780000,4658
801,1392.535000,4737
802,1400.165000,4700
803,1406.320000,5672
804,1551.510000,3890
805,1449.710000,4314
806,1443.125000,5169
807,1505.755000,4099
808,1556.400000,3815
809,1405.180000,4667
810,1424.765000,4466
811,1425.875000,4543
812,1442.370000,5016
813,1547.860000,5220
814,1437.360000,5342
815,1464.945000,6411
816,1391.555000,4474
817,1415.640000,4496
818,1449.340000,6233
819,1484.425000,4187
820,1372.205000,4701
821,1351.000000,4799
822,1465.410000,4065
823,1501.440000,4006
824,1401.190000,5089
825,1489.050000,4267
826,1476.355000,4312
827,1507.545000,4269
828,1471.740000,4269
829,1407.140000,5253
830,1471.225000,4474
831,1411.415000,4403
832,1374.000000,4825
833,1445.760000,4947
834,1479.745000,4228
835,1363.945000,5311
836,1356.885000,4886
837,1480.165000,4421
838,1409.890000,5363
839,1548.860000,4068
840,1469.960000,4366
841,1431.315000,4540
842,1403.900000,4559
843,1536.985000,3990
844,1474.505000,4096
845,1490.480000,5098
846,1540.490000,5159
847,1600.340000,3525
848,1432.270000,4321
849,1562.560000,6133
850,1479.675000,4304
851,1467.430000,4158
852,1438.030000,4482
853,1430.465000,14428
854,1475.450000,4306
855,1512.295000,5263
856,1490.645000,4250
857,1439.600000,5168
858,1381.015000,4476
859,1381.610000,5896
860,1453.080000,4304
861,1471.390000,5732
862,1437.925000,4595
863,1417.735000,4614
864,1488.290000,4465
865,1524.135000,3988
866,1442.490000,6443
867,1513.995000,4235
868,1426.170000,4519
869,1431.275000,4629
870,1385.250000,5903
871,1485.585000,5534
872,1476.150000,4461
873,1392.425000,4664
874,1529.090000,4076
875,1528.715000,3976
876,1310.360000,5042
877,1422.825000,5412
878,1464.835000,4305
879,1519.675000,4470
880,1390.165000,4853
881,1431.910000,4397
882,1506.205000,4194
883,1444.225000,4561
884,1448.670000,4186
885,1410.465000,4555
886,1412.505000,4252
887,1435.300000,4455
888,1286.175000,5222
889,1512.275000,4885
890,1428.915000,4414
891,1397.115000,4600
892,1388.085000,4628
893,1442.090000,5026
894,1455.950000,4501
895,1293.995000,5349
896,1247.800000,5089
897,1350.865000,4737
898,1484.545000,5265
899,1495.615000,4457
900,1505.620000,4178
901,1385.595000,4981
902,1565.130000,3856
903,1315.540000,6953
904,1383.885000,4644
905,1249.985000,5492
906,1308.095000,6273
907,1521.425000,4192
908,1455.840000,4137
909,1432.115000,4416
910,1445.530000,4194
911,1491.415000,4543
912,1326.270000,5021
913,1437.260000,4536
914,1415.455000,4456
915,1407.590000,4817
916,1470.400000,4917
917,1459.230000,4277
918,1343.095000,4777
919,1356.390000,6652
920,1439.285000,4402
921,1451.555000,5368
922,1394.670000,4461
923,1383.535000,4598
924,1395.835000,4759
925,1411.710000,4351
926,1416.220000,4269
927,1396.930000,4380
928,1395.910000,4992
929,1381.820000,4754
930,1468.220000,4453
931,1410.105000,5724
932,1442.025000,4339
933,1595.295000,4390
934,1350.240000,4635
935,1505.685000,4265
936,1408.650000,4461
937,1372.930000,5709
938,1488.560000,4079
939,1485.645000,4332
940,1559.375000,3910
941,1478.325000,4166
942,1476.830000,4378
943,1433.955000,4809
944,1383.845000,4653
945,1400.950000,4529
946,1461.240000,4239
947,1424.970000,4208
948,1430.315000,4426
949,1458.695000,4193
950,1465.650000,4396
951,1422.255000,4717
952,1494.250000,4222
953,1416.530000,4480
954,1529.910000,4145
955,1453.550000,4069
956,1449.515000,4270
957,1379.520000,4597
958,1448.800000,4429
959,1430.160000,4403
960,1493.550000,5903
961,1392.655000,5022
962,1397.970000,5476
963,1308.025000,6699
964,1509.780000,4196
965,1416.780000,4674
966,1504.480000,4103
967,1501.370000,4086
968,1434.855000,4588
969,1473.925000,6142
970,1423.800000,4473
971,1469.140000,7208
972,1377.510000,4936
973,1470.150000,4385
974,1348.285000,6628
975,1535.530000,4050
976,1484.195000,6174
977,1432.620000,4486
978,1500.840000,4248
979,1511.800000,4528
980,1624.155000,3603
981,1434.885000,5867
982,1474.445000,4400
983,1481.090000,4260
984,1375.170000,4645
985,1443.145000,4859
986,1470.855000,4341
987,1506.760000,3988
988,1448.335000,4319
989,1406.035000,6068
990,1368.390000,4461
991,1376.935000,6678
992,1478.105000,4260
993,1370.175000,4665
994,1434.725000,4242
995,1509.675000,4159
996,1413.580000,4550
997,1385.340000,4672
998,1517.510000,4014
999,1420.195000,4499
1000,1384.905000,4614
1001,1544.795000,4085
1002,1399.775000,5636
1003,1365.050000,4624
1004,1505.800000,4272
1005,1454.125000,4506
1006,1526.480000,3795
1007,1415.855000,4658
1008,1431.995000,4369
1009,1380.020000,4835
1010,1438.500000,5391
1011,1495.495000,5032
1012,1417.255000,4573
1013,1390.185000,5054
1014,1428.685000,4601
1015,1402.425000,4691
1016,1490.555000,4132
1017,1466.985000,5476
1018,1540.370000,4158
1019,1437.310000,4350
1020,1574.280000,4011
1021,1502.115000,5055
1022,1385.685000,4651
1023,1383.700000,4728
1024,1352.800000,5471
1025,1500.705000,4283
1026,1448.675000,4218
1027,1495.560000,4212
1028,1391.180000,8456
1029,1487.510000,4270
1030,1488.435000,4138
1031,1413.090000,4579
1032,1496.835000,4631
1033,1489.285000,4349
1034,1440.240000,4630
1035,1396.140000,4717
1036,1373.225000,4822
1037,1479.200000,4183
1038,1426.775000,4654
1039,1443.615000,4520
1040,1535.100000,4143
1041,1451.320000,4641
1042,1468.010000,4523
1043,1488.595000,4141
1044,1372.945000,6109
1045,1539.940000,5063
1046,1380.940000,4899
1047,1427.430000,4590
1048,1503.985000,4200
1049,1555.805000,3857
1050,1470.120000,4334
1051,1449.100000,4743
1052,1467.855000,4180
1053,1506.890000,4353
1054,1517.890000,4227
1055,1472.840000,4866
1056,1401.295000,6343
1057,1526.340000,4048
1058,1345.435000,4846
1059,1472.755000,5095
1060,1502.125000,4044
1061,1481.345000,4263
1062,1419.705000,4357
1063,1394.830000,4679
1064,1410.870000,4562
1065,1340.885000,5246
1066,1512.350000,4092
1067,1441.845000,4387
1068,1463.665000,4614
1069,1289.220000,5245
1070,1485.490000,6682
1071,1496.750000,4279
1072,1475.865000,4301
1073,1542.240000,5461
1074,1305.705000,4899
1075,1429.225000,4518
1076,1384.540000,4764
1077,1413.420000,4646
1078,1421.980000,4319
1079,1418.465000,4321
1080,1422.535000,4596
1081,1374.740000,4964
1082,1480.500000,4395
1083,1368.315000,4892
1084,1364.985000,5257
1085,1382.670000,4627
1086,1419.040000,4615
1087,1292.115000,5172
1088,1312.495000,5832
1089,1444.710000,4348
1090,1482.145000,4628
1091,1483.585000,4483
1092,1551.265000,4015
1093,1467.255000,4343
1094,1399.540000,5281
1095,1349.800000,4900
1096,1352.490000,5028
1097,1441.740000,4221
1098,1476.375000,4718
1099,1434.230000,4716
1100,1449.620000,4416
1101,1417.465000,4480
1102,1425.685000,4484
1103,1377.760000,4592
1104,1499.775000,4109
1105,1375.845000,4506
1106,1377.785000,4598
1107,1395.320000,4502
1108,1335.675000,4989
1109,1501.090000,4042
1110,1359.605000,4886
1111,1437.375000,4802
1112,1491.245000,4455
1113,1437.145000,4561
1114,1421.150000,4641
1115,1375.250000,4529
1116,1446.650000,4548
1117,1364.530000,4689
1118,1530.530000,3832
1119,1518.055000,4091
1120,1334.350000,5533
1121,1434.460000,4278
1122,1315.670000,5433
1123,1467.360000,4090
1124,1464.090000,4267
1125,1401.005000,6046
1126,1300.560000,4821
1127,1363.125000,4709
1128,1361.020000,5063
1129,1456.270000,4433
1130,1368.785000,4651
1131,1380.460000,4751
1132,1423.775000,4263
1133,1451.515000,4188
1134,1483.360000,4143
1135,1405.430000,4409
1136,1435.305000,4332
1137,1493.570000,4048
1138,1494.680000,4574
1139,1411.870000,4271
1140,1470.120000,4258
1141,1473.005000,4300
1142,1456.675000,4914
1143,1475.045000,4152
1144,1418.775000,4345
1145,1403.130000,4404
1146,1555.185000,3698
1147,1447.545000,4100
1148,1429.445000,4441
1149,1462.930000,4411
1150,1467.285000,5266
1151,1437.540000,4341
1152,1408.630000,4846
1153,1491.375000,4097
1154,1447.205000,4170
1155,1426.935000,4417
1156,1400.775000,4579
1157,1480.300000,4268
1158,1423.790000,4756
1159,1452.765000,4316
1160,1497.945000,4137
1161,1522.285000,3871
1162,1483.025000,8084
1163,1492.130000,5058
1164,1513.020000,4098
1165,1397.500000,4716
1166,1487.530000,4233
1167,1465.835000,4097
1168,1387.565000,4677
1169,1452.550000,4347
1170,1418.275000,4586
1171,1456.815000,5421
1172,1405.165000,4570
1173,1408.070000,4634
1174,1349.315000,4797
1175,1453.615000,4097
1176,1427.075000,4430
1177,1411.450000,4421
1178,1368.135000,7300
1179,1436.740000,4444
1180,1452.415000,4295
1181,1517.470000,3787
1182,1437.270000,4301
1183,1361.680000,4479
1184,1504.035000,3977
1185,1548.380000,3850
1186,1450.910000,4530
1187,1497.910000,4200
1188,1428.040000,4387
1189,1437.735000,4444
1190,1324.950000,4752
1191,1448.040000,4306
1192,1395.245000,4679
1193,1468.280000,4169
1194,1383.360000,4608
1195,1459.430000,3942
1196,1348.630000,4783
1197,1392.255000,4582
1198,1379.290000,4901
1199,1502.185000,4122
1200,1497.150000,4277
1201,1464.095000,4193
1202,1482.565000,4146
1203,1353.610000,5221
1204,1452.940000,8178
1205,1363.140000,4873
1206,1467.715000,4397
1207,1417.980000,4316
1208,1373.630000,4771
1209,1463.765000,4173
1210,1489.100000,3952
1211,1375.575000,4740
1212,1425.305000,4551
1213,1441.220000,4635
1214,1504.610000,4008
1215,1376.215000,4580
1216,1475.735000,3864
1217,1435.220000,4429
1218,1510.605000,3982
1219,1444.845000,4354
1220,1385.815000,4545
1221,1395.160000,4662
1222,1454.860000,4604
1223,1418.715000,4378
1224,1441.535000,4362
1225,1485.595000,3956
1226,1441.645000,4352
1227,1494.170000,4863
1228,1298.625000,5016
1229,1455.375000,4502
1230,1391.600000,4497
1231,1458.555000,4196
1232,1355.620000,5266
1233,1416.815000,4252
1234,1505.825000,4083
1235,1295.475000,4880
1236,1485.670000,4172
1237,1340.690000,4908
1238,1384.825000,5055
1239,1388.180000,7653
1240,1393.280000,5927
1241,1577.040000,3804
1242,1448.830000,6302
1243,1417.080000,4514
1244,1445.630000,4235
1245,1413.970000,4218
1246,1358.615000,4953
1247,1365.705000,4518
